name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
ksiaqlb,136.75,0.58,62.7,2.2,2.02,Radial Velocity
kepler716c,3.96999,,675.0,0.83,,Transit
kepler1253b,68.8861915,,390.0,0.97,,Transit
kepler871b,22.0459018,,1695.0,1.11,,Transit
toi1806b,15.1454693,0.0877,55.52,0.39,,Transit
hats29b,4.6058749,0.05475,351.0,1.032,0.653,Transit
kepler9c,38.9853,0.227,614.0,1.02,0.09408,Transit
kepler203d,11.32972,0.1,717.73,0.98,,Transit
ngts1b,2.647298,0.0326,224.0,0.617,0.812,Transit
kepler334b,5.470319,0.061,431.86,1.0,,Transit
kepler388c,13.297004,0.093,611.32,0.59,,Transit
k2236b,19.49221,0.1493,182.69,1.17,0.085,Transit
toi1749c,4.4929,0.0443,99.56,0.58,0.0066,Transit
hd29587b,1481.0,2.597,27.5166,1.01,55.2,Radial Velocity
kepler1207b,13.68237119,,946.0,1.06,,Transit
wisej03235625,,,16.4,,3.9,Imaging
k2136ac,17.307137,,59.2474,0.742,,Transit
kepler586b,2.10472218,,707.0,0.94,,Transit
hd7924d,24.451,0.1551,16.8,0.832,0.0203,Radial Velocity
simpj21541055,,,9.3,,33.0,Imaging
kepler1619b,23.6225913,,520.0,1.0,,Transit
lam2forab,17.24,0.14,25.5,1.18,0.0529,Radial Velocity
2massj22064217,,,29.5966,,32.0,Imaging
lalande21185c,2946.0,2.94,2.55,0.46,0.0428,Radial Velocity
kepler208c,7.466623,0.079,793.01,1.03,,Transit
kepler1794c,9.762980461,0.0821,561.229,0.812,,Transit
wasp160bb,3.768495,0.0455,,0.89,0.281,Transit
k299c,522.2,1.43,522.29,1.63,8.4,Radial Velocity
toi2567b,5.983944,0.0672,518.4,,0.201,Transit
toi2257b,35.189346,0.145,57.7911,0.33,0.0179,Transit
k2171b,5.628466,,616.41,0.89,,Transit
pds70c,69945.0,30.2,113.43,0.76,4.4,Imaging
kepler663b,4.99678284,,1030.0,0.86,,Transit
kepler634b,5.16950177,,757.0,1.03,,Transit
kepler1786b,78.5460968,0.3659,863.909,1.02,,Transit
hats53b,3.8537768,0.04753,613.0,0.964,0.595,Transit
kepler1130ad,4.27225316,0.05065,249.343,0.919,,Transit
kepler359d,77.095691,0.372,1502.22,1.07,,Transit
sdssj12281040b,0.0857,0.0034,126.73,0.705,,Timing
kepler1666c,40.7157,0.2383,1434.42,1.084,,Transit
wasp84c,1.4468849,0.02359,120.0,0.842,0.0478,Transit
2massj22442043,,,11.6075,,11.91,Imaging
kepler1426b,14.2563227,,1211.0,1.02,,Transit
kepler1273b,28.625653,,1355.0,0.94,,Transit
hd33142d,89.9,0.452,126.0,1.54,0.2,Radial Velocity
kepler1357b,3.0091324,,1026.0,0.93,,Transit
ic139625,,,905.0,,60.0,Imaging
hd215152c,7.28345,0.067399,21.5,0.77,0.004801,Radial Velocity
k230b,4.098503,0.04839,336.26,0.9,0.579,Transit
ic13969,,,905.0,,60.0,Imaging
kepler1655b,11.8728787,0.103,214.58,1.03,0.01573,Transit
nsvs1425b,2542.0,1.9,,0.528,12.32,Timing
kepler1259b,0.66308526,,704.0,0.8,,Transit
kepler1387b,2.27952666,,491.0,0.82,,Transit
k2196b,48.324222,,594.09,1.16,,Transit
hd34445g,5700.0,6.36,46.5,1.07,0.38,Radial Velocity
toi5871b,1.343636,,581.579,1.25,,Transit
kepler1725b,16.71990013,0.1301,558.652,1.17,,Transit
hd164922e,41.763,0.2292,22.13,0.874,0.0331,Radial Velocity
hd189733ab,2.219,0.031,19.3,0.8,1.138,Transit
cfhtpl5,,,143.5,,50.0,Imaging
kps1b,1.706291,0.0269,,0.892,1.09,Transit
ross19b,,9900.0,17.444,0.362,27.0,Imaging
toi1130c,8.3501898,0.0731,58.26,0.684,1.057,Transit
hatp18ab,5.508029,0.0559,166.0,0.77,0.183,Transit
tyc25346981c,103.698,0.4417,176.557,1.014,39.05,Radial Velocity
kepler1652b,38.09722,0.1654,252.0,0.4,,Transit
k2114b,11.391013,0.0954,484.8,0.89,1.85,Transit
kepler876b,5.14438011,,735.0,0.81,,Transit
psrj18242452nb,0.1984933151,0.006478,5400.0,1.4,19.0,Timing
kepler727b,5.15448442,,892.0,0.89,,Transit
ogle2017blg1691lb,,2.46,7290.0,0.45,0.046,Microlensing
2massj22502325b,,518.0,57.2309,0.433,30.0,Imaging
k2301c,0.354884,0.00841,451.769,0.63,,Transit
kepler575b,9.37891944,,852.0,0.97,,Transit
luytensstarc,4.72322,0.036,3.8,0.29,0.00374,Radial Velocity
kepler1161b,10.71252541,,428.0,0.59,,Transit
kepler1067c,5.425839901,0.0601,667.693,0.95,,Transit
toi5388b,2.594675,0.0243,18.52,0.29,,Transit
kepler669b,4.12554687,,1778.0,1.15,,Transit
gj433d,36.052,0.178,9.04,0.48,0.01554,Radial Velocity
kmt2023blg1743b,,1.16,7130.0,0.11,19.0,Microlensing
toi1670b,10.98462,0.103,165.72,1.21,0.0434,Transit
2massj00340523,,,8.2,,42.13,Imaging
toi640ab,5.0037775,0.06608,341.9,1.536,0.88,Transit
hd4203c,6700.0,,77.5,1.13,2.17,Radial Velocity
kepler1334b,15.64591713,,1047.0,0.94,,Transit
55cncad,5574.2,5.446,12.5855,0.9,3.84,Radial Velocity
hd140901c,7417.5,7.421,15.2528,0.99,6.284,Radial Velocity
kepler754b,14.5596237,,1192.0,1.06,,Transit
kepler1130ab,5.45298175,0.0596,249.343,0.919,,Transit
kepler1262b,8.67900242,,1153.0,0.99,,Transit
hd114082b,109.75,0.5109,95.06,1.47,8.0,Transit
kepler980b,11.55102504,,804.0,1.05,,Transit
hd63454b,2.81747,0.036,35.8,0.8,0.39,Radial Velocity
wasp142b,2.052868,0.0347,840.0,1.33,0.84,Transit
kepler1534b,5.71668872,,1107.0,0.9,,Transit
kepler1175b,37.94563,,1244.0,0.9,,Transit
gj832b,3830.0,3.6,4.94,0.45,0.74,Radial Velocity
kepler390ac,13.0600399,0.1006,435.277,0.877,,Transit
hd73534b,1800.0,3.15,96.99,1.29,1.15,Radial Velocity
toi1199b,3.671463,0.04988,247.0,1.23,0.239,Transit
hd5319b,675.0,1.75,100.0,1.56,1.94,Radial Velocity
kepler1931b,38.5760994,0.2356,620.091,1.19,,Transit
gj747b,,2.78,14.96728,0.214,55.5,Imaging
kepler264c,140.101261,0.566,968.15,1.32,,Transit
2massj20335635,,,55.4,,15.72,Imaging
k2155c,13.85,0.0946,82.0,0.65,0.0205,Transit
k295b,10.134016,0.0696,180.63,0.44,1.67,Transit
hd332231b,18.71204,0.1436,80.597,1.127,0.244,Transit
kepler1737b,64.61750031,0.297,782.17,0.834,,Transit
g1963b,,,21.805,0.4,15.0,Imaging
kepler1777b,12.18420029,0.1031,619.146,0.99,,Transit
55cncab,14.65314,0.11339,12.5855,0.9,0.84,Radial Velocity
ogle2016blg1635b,,1.34,,,11.49,Microlensing
xo2sd,4696.0,5.46,149.0,0.98,3.71,Radial Velocity
kepler238c,6.155557,0.069,1897.73,1.43,,Transit
kepler1705b,9.03502,0.08,,0.838,0.01406,Transit
hd40956b,578.6,1.4,118.0,2.0,2.7,Radial Velocity
kepler1620b,101.951829,,773.0,1.15,,Transit
hatp7ab,2.20473825,0.039,320.0,1.51,1.79,Transit
kepler691b,8.114379,,239.0,0.53,,Transit
kepler1018b,49.1013514,,894.0,0.91,,Transit
gj3626b,2996.0,3.28,,,33.1,Radial Velocity
kepler130ab,8.45746707,0.0792,316.663,1.091,,Transit
hd14348b,4748.65,5.96,60.2724,1.13,55.5,Radial Velocity
kepler142d,41.809118,0.242,557.51,0.99,,Transit
kepler220b,4.159807,0.046,171.96,,,Transit
toi2669b,6.2034,,,1.19,0.61,Transit
ads11163ab,4.63629,0.057,137.9,1.11,50.0,Radial Velocity
ipmbd25b,45990.0,11.75,263.9,0.1377,39.0,Imaging
kepler143b,16.007583,0.127,828.71,,,Transit
hd11964ab,1945.0,3.16,33.98,1.125,0.622,Radial Velocity
hd17156b,21.2163979,0.1623,78.24,1.275,3.195,Transit
kepler562b,18.00931444,,822.0,0.93,,Transit
k2356b,21.0267366,0.1599,355.54,0.9,,Transit
toi5126b,5.4588382,0.065,161.1,1.24,,Transit
hip99770b,,16.9,40.74,1.85,17.3,Imaging
lhs2803b,,1400.0,18.1732,0.18,40.0,Imaging
hd12648b,133.6,0.54,158.4,1.2,2.9,Radial Velocity
hd210193b,649.918,1.487,42.25,1.04,0.4817,Radial Velocity
wasp185b,9.38755,0.0904,,,0.98,Transit
kepler772b,12.99207337,,689.0,0.98,,Transit
toi620b,5.0988179,0.04825,33.022,0.577,0.0485,Transit
kmt2021blg1689lb,,2.5,7200.0,0.58,0.145,Microlensing
kepler1787b,39.31370163,0.227,778.602,1.04,,Transit
kepler82e,5.902206,0.063,927.97,0.91,,Transit
kepler1132b,62.8916228,,940.0,0.87,,Transit
brb27,,,143.0,,7.8,Imaging
toi871b,14.362565,0.1054,68.04,0.758,0.012,Transit
kepler1945ab,6.080039978,0.0597,301.85,0.767,,Transit
kepler238b,2.090876,0.034,1897.73,1.43,,Transit
koi7197b,1.74147417,0.0268,,0.855,,Transit
lori167,,,400.0,,17.0,Imaging
hd165155b,434.5,1.13,64.98,1.02,2.89,Radial Velocity
gj3929c,14.303,0.078,15.83,0.309,0.01658,Radial Velocity
2m1510ac,10950.0,4.4,36.6,,17.68,Imaging
sdssj12083550b,0.0367777,0.00213,207.615,0.952,9.5,Timing
kepler52d,36.445171,0.182,324.54,0.54,,Transit
psrj23222650b,0.322964,0.0102,230.0,1.4,0.7949,Timing
sdssj14161348,,,22.1,,60.0,Imaging
wasp34c,4093.0,5.05,120.0,1.01,14.96,Radial Velocity
kepler690b,7.74809437,,1653.0,1.11,,Transit
k2206ab,18.294549,,244.443,0.85,,Transit
kepler968b,3.69298373,,312.0,0.76,,Transit
toi4329b,2.9233,,,1.538,0.45,Transit
trappist1e,6.099615,0.02817,12.1,0.08,0.002,Transit
kepler1965ab,41.86869812,0.2301,521.791,0.976,,Transit
kepler1667b,83.5781,0.386,638.35,1.094,,Transit
kepler1987e,8.742970467,0.0765,595.683,0.75,,Transit
toi1728b,3.49151,0.0391,60.8,0.646,0.08426,Transit
hd89744ac,6974.0,8.3,38.6364,1.21,5.36,Radial Velocity
kepler385f,3.0,,1493.94,1.09,,Transit
ybp401b,4.087,,843.0,1.14,0.46,Radial Velocity
kepler400b,9.024389,0.087,709.0,,,Transit
hd161178b,279.3,0.84,,,0.57,Radial Velocity
14herb,1767.56,2.82,18.1,0.9,,Radial Velocity
kepler1512b,20.35972599,,162.0,0.73,,Transit
epic205084841b,11.310099,0.104,843.771,0.85,0.3883,Transit
kepler1610b,8.70181574,,1063.0,0.91,,Transit
gy264,,,139.4,,40.0,Imaging
kepler499b,5.63252845,,523.0,0.87,,Transit
kepler1365c,4.77468005,,541.0,1.0,,Transit
hd28185b,385.92,1.034,39.38,0.99,5.85,Radial Velocity
kepler1914ab,30.82789993,0.1954,1621.56,1.01,,Transit
ic139636,,,905.0,,60.0,Imaging
kepler1189b,3.78858982,,883.0,1.11,,Transit
kepler210c,7.972513,0.07,234.33,0.63,,Transit
toi836c,8.59545,0.075,27.504,0.678,0.0302,Transit
kepler1987d,5.644889832,0.0571,595.683,0.75,,Transit
wisej13222340,,,10.4,,35.0,Imaging
nscj02310311b,,423.614,80.752,0.141,55.0,Imaging
2massj02070000,,,28.69,,47.08,Imaging
toi2458c,16.553,0.1292,112.958,1.05,0.03216,Radial Velocity
kepler150c,7.381998,0.073,914.4,,,Transit
cfhthy20,,,32.5,,33.0,Imaging
kepler70c,0.342887,0.0076,1180.0,0.5,0.0021,Other
hd179949b,3.0925,0.045,27.0,1.28,0.92,Radial Velocity
kepler1503b,96.16987,,850.0,0.77,,Transit
k2398b,6.393025,0.0664,606.992,0.945,0.01913,Transit
kepler1223b,16.301259,,455.0,0.8,,Transit
kepler1571b,3.38555488,,802.0,1.23,,Transit
toi163b,4.231306,0.058,416.7,1.4352,1.22,Transit
gj1001b,,180.0,12.3067,0.252,60.0,Imaging
k2343b,2.787174,0.03057,166.169,0.49,,Transit
kepler919b,11.04603384,,1219.0,1.15,,Transit
pr0211b,2.14609,0.03184,170.0,0.935,1.88,Radial Velocity
hd169142b,,36.4,117.0,1.65,2.2,Imaging
hd192263b,24.3587,0.15312,19.9,0.81,0.733,Radial Velocity
hatp23b,1.212884,0.0232,393.0,1.13,2.09,Transit
maxij0911655b,0.030763888,0.00216,9500.0,1.4,28.0,Timing
hip97233b,1058.8,2.55,106.5,1.93,20.0,Radial Velocity
kepler377c,27.014976,0.182,843.65,0.88,,Transit
ltt11586ab,15.04547,0.082527,11.6109,0.289,44.27,Radial Velocity
ogle2012blg0724lb,,1.6,6700.0,0.29,0.47,Microlensing
k2174b,19.562307,0.126,100.1,0.7,0.0289,Transit
ogle2016blg1266l,,,3050.0,,15.6,Microlensing
toi1410ac,47.56,0.239,72.75,0.71,0.085,Radial Velocity
hats14b,2.7667641,0.03815,513.0,0.967,1.071,Transit
kepler1412b,3.6146051,,639.0,1.06,,Transit
kepler582b,18.49235668,,751.0,0.93,,Transit
hd109271ab,7.8543,0.079,62.0,1.047,0.054,Radial Velocity
kepler1529b,5.33905686,,683.0,0.81,,Transit
ogleblgecl200302b,1477.0,2.788,,1.29,34.0,Timing
kepler1351b,0.91614077,,241.0,0.7,,Transit
k2124b,6.413651,0.049,140.4,0.39,0.033,Transit
kepler1229ab,86.82974,0.3006,265.482,0.559,,Transit
kepler202b,4.069427,0.045,287.48,,,Transit
kepler513b,28.86235584,,467.0,1.02,,Transit
psoj316109,,,47.0,,15.7,Imaging
kepler448c,2500.0,4.2,399.398,1.454,22.0,Transit Timing Variations
gj504b,,43.5,17.56,1.22,4.0,Imaging
kepler304c,5.315946,0.054,440.12,0.8,,Transit
hd18015ab,2278.0,3.87,,1.49,3.18,Radial Velocity
usco1621b,,2880.0,138.0,0.36,15.0,Imaging
kepler1711ab,21.06080055,0.1463,590.268,1.034,,Transit
kepler1790b,31.5889,,1070.17,1.15,,Transit
kepler509b,41.74600392,,339.0,1.1,,Transit
hd220074b,672.1,1.6,290.2,1.2,11.1,Radial Velocity
kepler1520b,0.65355357,0.013,636.0,0.76,6.3e-05,Transit
psrj22340944b,0.42,0.0123,1000.0,1.4,15.0,Timing
moa2009blg411lb,,0.15,6900.0,0.18,53.0,Microlensing
kepler774b,11.0895723,,1190.0,1.57,,Transit
hd75881b,20903.8,22.69,53.6608,1.17,38.255,Radial Velocity
4u162667b,0.027777,0.002037,4500.0,1.4,41.88,Kinematics
coconuts3b,,1891.0,30.88,,39.0,Imaging
kepler20af,19.578328,0.13936,282.563,0.929,0.045,Transit
wasp96b,3.4252602,0.0453,,1.06,0.48,Transit
hd208527b,875.5,2.1,320.2,1.6,9.9,Radial Velocity
kepler161c,7.06424,0.068,434.632,0.827,,Transit
kepler1160b,7.97034958,,1293.0,0.92,,Transit
ogle2017blg0373lb,,,5900.0,0.25,,Microlensing
k22016blg0005lb,,4.18,5200.0,0.584,1.1,Microlensing
kepler671b,4.28095859,,1139.0,0.97,,Transit
ogle2017blg1140lb,,1.02,7350.0,0.214,1.63,Microlensing
toi220b,10.695264,0.0892,89.0,0.825,0.0428,Radial Velocity
hd74698c,3449.0,4.5,51.854,1.039,0.4,Radial Velocity
hd164509ab,282.4,0.875,52.0,1.13,0.48,Radial Velocity
cida1b,,10.3,137.5,0.2,6.0,Kinematics
hd23472af,12.1621839,,39.1,0.75,0.00242,Transit
ogle2014blg1760lb,,1.75,6060.0,0.51,0.573,Microlensing
kepler689b,22.36656079,,1044.0,0.91,,Transit
toi2373b,13.33668,0.112,509.0,1.04,9.3,Radial Velocity
ngts4b,1.3373508,0.019,282.6,0.75,0.0648,Transit
kepler311c,19.738286,0.145,796.53,1.06,,Transit
sori25,,,352.0,,58.0,Imaging
kepler1250b,2.60754383,,1371.0,0.99,,Transit
kepler354c,16.934402,0.115,562.96,0.65,,Transit
toi1097b,9.188526,,79.56,1.08,,Transit
lhs1140c,3.777931,0.02675,12.47,0.146,0.00569,Transit
kepler269b,5.326718,0.061,2418.83,0.98,,Transit
ic139646,,,905.0,,60.0,Imaging
kepler534c,7.378689766,0.0761,473.0,1.05,,Transit
hd38677b,18.57,0.1462,62.0,1.21,0.07636,Radial Velocity
ogle2018blg0977b,,2.0,6500.0,0.47,0.0201,Microlensing
tyc92559291b,298.47,0.836,96.85,0.88,61.629,Astrometry
wisej05280901,,,81.0,,13.0,Imaging
k2285d,10.45582,0.1178,155.65,0.83,0.02045,Transit
kepler620b,12.91375431,,1241.0,1.15,,Transit
kepler1828b,10.2737999,0.0924,871.81,0.97,,Transit
wisej08118051,,,9.8,,20.0,Timing
k2140b,6.56918,0.0687,341.6,1.0,0.93,Transit
hd68638b,240.7,0.66,33.28,0.95,35.1,Radial Velocity
kepler168c,13.193242,0.116,1396.0,,,Transit
sorij0539543023719,,,352.0,,56.0,Imaging
hd79498ab,1966.0,3.13,49.0,1.06,1.34,Radial Velocity
toi852b,4.94561,,,,53.7,Transit
ic348291,,,289.0,,50.0,Imaging
j034432143206524,,,300.0,,5.5,Imaging
g940b,5.7459982,0.0418,27.93,0.29,0.013,Transit
hd200964b,613.8,1.601,68.4,1.44,1.85,Radial Velocity
hd113538c,1818.0,2.44,15.8,0.585,0.93,Radial Velocity
kepler1102b,51.3285623,,986.0,0.96,,Transit
psrj18242452mb,0.242519219,0.00854,5400.0,1.4,11.0,Timing
simpj013609,,,6.109,,17.8,Imaging
kepler299d,15.054786,0.118,1084.89,0.97,,Transit
kepler1451b,35.622233,,1159.0,1.0,,Transit
kepler1626b,4.13962966,,1718.0,1.51,,Transit
hip94235ab,7.712121,0.0787,58.61,1.094,1.192,Transit
gj1289b,111.74,0.27,8.86,0.21,0.01973,Radial Velocity
kepler140ab,3.254277742,0.0443,583.859,1.15,,Transit
psrj17482446ob,0.2595,0.008995,10300.0,1.4,40.0,Timing
kepler331d,32.134328,0.159,589.63,0.51,,Transit
kepler1984ab,1.99285996,0.0238,203.05,0.45,,Transit
gj777ab,2852.475,3.9,16.0069,0.98,1.8,Radial Velocity
kepler1367b,1.57409027,,357.0,0.62,,Transit
kepler607c,39.67679977,0.2122,500.0,0.84,,Transit
kepler898b,5.8706191,,479.0,0.65,,Transit
hd27631b,2208.0,3.25,45.5,,1.45,Radial Velocity
toi251b,4.93777,0.05741,99.52,1.036,1.0,Transit
wasp187b,5.147882,0.0671,376.0,1.54,0.8,Transit
wasp24ab,2.3412127,0.03651,332.5,1.129,1.071,Transit
kepler910b,2.36436901,,402.0,1.26,,Transit
kepler1080b,77.2548396,,688.0,1.1,,Transit
kepler1705c,11.28,0.0416,,0.838,0.01705,Transit
nscj05235655b,,706.547,54.37,0.195,46.0,Imaging
gy202,,,130.0,,60.0,Imaging
toi406b,3.307441,0.0322,31.06,0.48,0.00654,Transit
upsandac,240.937,0.861,13.47,1.27,9.1,Radial Velocity
kepler1061b,2.75798267,,585.0,1.09,,Transit
hip75092b,926.4,2.02,81.86,1.28,1.79,Radial Velocity
k2106b,0.5713127,0.01314,246.1,0.97,0.0245,Transit
kepler926b,52.0688601,,771.0,1.01,,Transit
kepler101b,3.4876812,0.0474,953.44,1.17,0.16,Transit
nnsere,7371.0,6.43,500.0,0.646,9.43,Timing
kepler1757b,19.65640068,0.1335,807.308,0.87,,Transit
kepler1961b,5.604710102,0.0588,1042.45,0.88,,Transit
l9859b,2.2531136,0.02191,10.623,0.32,0.0013,Transit
kepler855b,7.8866311,,1043.0,1.03,,Transit
kepler1221b,12.00096042,,909.0,0.87,,Transit
hd213519ab,11.1,0.099,41.0,1.05,0.029,Radial Velocity
dancej160539082403330,,,145.0,,11.0,Imaging
kepler394d,5.613580227,0.0646,1091.69,1.11,,Transit
uscoctio131,,,145.0,,60.0,Imaging
diumab,0.05529,0.0026,800.0,0.7,51.0,Timing
kepler1009b,11.35011917,,281.0,0.59,,Transit
kepler30b,29.33434,0.18,938.33,0.99,0.036,Transit
kepler1537b,1.4444538,,503.0,0.81,,Transit
lhs1678d,4.9652229,0.04,19.89,0.345,0.00289,Transit
tyc80254281b,,5000.0,86.808,0.9,60.0,Imaging
toi2842b,3.5514058,0.0475,460.2,1.135,0.37,Transit
toi1471c,52.563491,0.2669,62.29,1.022,0.0576,Transit
toi5889b,2.40132,,200.9,0.66,,Radial Velocity
kelt21ab,3.6127732,0.0536,415.0,1.458,3.88,Transit
kepler321b,4.915379,0.057,388.83,1.01,,Transit
kepler1065c,2.37030743,,1078.0,0.94,,Transit
kepler1389b,99.2530951,,521.0,0.81,,Transit
kepler1500b,15.0330105,,904.0,1.0,,Transit
k2251b,9.30075,0.0694,147.7,0.52,,Transit
hd222237b,14892.0,10.8,11.4469,0.76,5.19,Radial Velocity
kepler398d,6.83437001,,178.27,,,Transit
kepler129c,82.20017,0.393,413.68,1.18,,Transit
kepler394b,8.005013,0.083,1091.69,1.11,,Transit
kepler814b,6.1469851,,1327.0,1.15,,Transit
corot22b,9.75598,0.092,592.0,1.099,0.06,Transit
toi6022b,1.9281027,,86.34,0.36,,Transit
hats74ab,1.73185606,0.02384,286.6,0.6,1.46,Transit
toi4010c,5.414654,0.058,176.5,0.88,0.0639,Transit
kepler89ac,10.423648,0.1013,477.052,1.183,0.019528,Transit
kepler1100b,6.42200058,,940.0,1.21,,Transit
k2183d,22.631964,0.1527,329.041,0.95,,Transit
gj9827c,3.648086,0.03896,30.3,0.659,0.00604,Transit
k2418b,16.141132,0.124,121.97,0.97,0.0327,Transit
pi2umab,269.3,0.87,78.5,1.234,7.1,Radial Velocity
kepler567b,16.54297375,,568.0,0.84,,Transit
kepler611b,2.4370333,,906.0,1.01,,Transit
2massj22063301,,,34.4,,8.0,Imaging
kic9091810b,1298.0,2.35,465.5,1.068,60.0,Timing
kepler264b,40.806231,0.249,968.15,1.32,,Transit
hatp46c,77.7,0.387,296.0,1.284,2.0,Transit
kepler2001c,14.09449959,0.1084,776.55,0.79,,Transit
2massj14481031,,,22.0,,59.43,Imaging
luhman16a,10600.0,3.67,1.998,,34.2,Imaging
kepler1530c,5.3227406,,489.876,0.92,,Transit
kepler115b,2.403679,0.036,634.97,1.0,,Transit
kepler256e,10.681572,0.096,1057.36,1.02,,Transit
kepler617b,1.68269615,,150.0,0.51,,Transit
kic10848807b,785.0,2.25,849.183497,1.42,50.0,Timing
ngts3ab,1.6753728,0.023,1010.0,1.017,2.38,Transit
gj3929b,2.6162745,0.02569,15.83,0.309,0.00381,Transit
kepler217d,3.88689525,,1140.95,,,Transit
k272d,7.760178,0.05,66.56,0.27,,Transit
kepler748b,7.40742793,,1271.0,1.07,,Transit
hd9446b,30.0608,0.1892,53.0,1.0,0.687,Radial Velocity
kepler307c,13.0729,,585.27,0.91,0.01145,Transit
2massj15501455b,,30.0,33.0,0.076,58.0,Imaging
hd231701b,141.89,0.53,108.4,1.14,1.08,Radial Velocity
toi1246e,37.9216,0.211,170.7,0.87,0.0466,Transit
kmt2018blg0885b,,1.07,6890.0,0.29,39.0,Microlensing
gj463b,3448.0,3.53,18.365,0.49,3.6,Radial Velocity
hatp26d,6.594,0.0643,134.0,0.816,,Transit
kepler1797b,23.3593998,0.1637,1338.49,1.02,,Transit
toi6651b,5.056973,0.0633,212.128,1.047,0.192,Transit
toi700c,16.051137,0.0929,31.127,0.416,0.0249,Transit
toi5238b,4.872171,,,1.0,,Transit
2massj09281603,,,31.0,,2.3,Imaging
gj1002c,20.202,0.0738,4.846,,0.00428,Radial Velocity
kepler133c,31.517586,0.204,665.37,,,Transit
kepler1356b,0.63400294,,881.0,0.82,,Transit
hip35965b,26125.6,15.898,50.1677,0.78,8.149,Radial Velocity
ngts13b,4.119027,0.0549,657.0,1.3,4.84,Transit
kepler24d,4.244384,0.051,1195.99,1.03,,Transit
wolf1061d,217.21,0.47,4.29,0.25,0.0242,Radial Velocity
twa41,,,31.3,,9.0,Imaging
kepler242b,8.20395,0.075,610.6,,,Transit
k262b,6.67202,0.0636,112.83,0.77,,Transit
kepler334d,25.09849,0.168,431.86,1.0,,Transit
wasp95b,2.1846656,0.0312,,1.11,1.206,Transit
kepler1407b,20.0711504,,1275.0,1.1,,Transit
112pscb,4.4,0.054,31.7627,1.1,0.033,Radial Velocity
hd158259c,3.432,,27.08,1.08,0.01762,Radial Velocity
kepler713b,7.411141,,1003.0,0.98,,Transit
toi1439b,27.644,0.192,230.3,1.0,0.1211,Transit
kepler379c,62.784697,0.326,747.0,1.08,,Transit
hya04,,,56.0,,16.8,Imaging
kmt2016blg2397b,,2.83,5009.0,0.62,2.42,Microlensing
kepler1678b,147.974,0.5407,867.94,0.961,,Transit
kepler1935ab,3.951400042,0.0463,904.702,0.99,,Transit
kepler941b,17.42395198,,1105.0,0.89,,Transit
isooph164,,,139.7,,50.0,Imaging
ogle2014blg0257lb,,0.61,1250.0,0.19,36.0,Microlensing
hd125271b,14902.0,10.817,39.3466,0.75,10.904,Radial Velocity
kepler1909ab,2.391609907,0.0306,763.662,0.819,,Transit
2massj15342952b,5550.0,2.3,15.9,,28.2,Imaging
kepler921b,51.300634,,847.0,0.93,,Transit
k2180b,8.867209,0.0753,204.51,0.72,0.036,Transit
toi2010ab,141.834025,0.5516,108.26,1.112,1.286,Transit
kepler1963b,1.962260008,0.0298,492.847,0.96,,Transit
hd60584b,,16.58,30.5196,1.36,28.0,Imaging
kepler731b,3.85560355,,1311.0,1.03,,Transit
hd104067d,2.1538197,0.03,20.8,0.791,,Imaging
kepler1916ab,31.25429916,0.2053,2055.82,1.06,,Transit
kepler795ab,29.6193891,0.1817,492.122,0.989,,Transit
kepler571b,4.79859939,,756.0,0.93,,Transit
hd167042b,416.1,1.3,50.0,1.64,1.6,Radial Velocity
kepler1103b,19.79191978,,921.0,1.11,,Transit
kepler320b,8.371554,0.085,846.74,,,Transit
hd68988c,12700.0,13.2,58.0,1.2,15.0,Radial Velocity
ucac4307069397b,,601.0,27.44,,56.0,Imaging
k2360b,0.877214,0.018,232.1,1.018,,Transit
hd133131ac,3407.0,4.36,47.0,0.95,0.48,Radial Velocity
kepler1696b,65.9409,0.3245,1571.34,1.047,,Transit
wisej00492151,,,7.1,,31.0,Imaging
hd22781b,528.07,1.167,31.79,0.75,13.65,Radial Velocity
kepler1526b,3.908632,,576.0,0.73,,Transit
ross508b,10.77,0.053,11.2183,0.177,0.01249,Radial Velocity
kepler157b,1.732342,0.028,791.27,,,Transit
sorij054000040240331,,,385.0,,8.4,Imaging
kepler1933ab,4.943290234,0.0561,328.007,1.026,,Transit
wasp153ab,3.332609,0.048,430.0,1.336,0.39,Transit
kepler1876b,6.99205,0.0758,259.9,1.19,0.0076,Transit
chaha11,,,192.77,,35.0,Imaging
kepler1382b,16.3583055,,730.0,1.36,,Transit
hd222582ab,572.38,1.35,42.0,0.99,7.75,Radial Velocity
wisej07445628,,,14.5,,35.0,Imaging
hats30ab,3.1743516,0.04354,339.0,1.093,0.706,Transit
kepler415c,8.708,,538.39,0.67,,Transit Timing Variations
kepler933b,14.20443009,,922.0,0.87,,Transit
toi763ac,12.2737,0.1,95.39,0.917,0.02932,Transit
kmt2016blg1820,,,6260.0,,39.0,Microlensing
hd155918ab,1.9,0.03,27.561,1.03,0.024,Radial Velocity
kepler283b,11.008151,0.082,474.33,,,Transit
toi4145ab,4.0664428,0.04823,205.0,0.905,0.43,Transit
kepler1634b,374.876239,,654.0,0.92,,Transit
2massj00515913b,10034580.0,462.0,42.4752,0.256,30.0,Imaging
k2400b,3.865053,0.0347,62.3804,0.374,0.00519,Transit
ogle2013blg0578lb,,1.16,1160.0,0.124,34.0,Microlensing
kepler295d,33.884054,0.192,1787.33,,,Transit
