# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 10:57:52 2024
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
KMT-2021-BLG-1547L b,18h09m35.90s,272.399583,-29d05m02.18s,-29.083939,,,,,,,,,,,,,,,,,,,,,,,,,2459407.27800000,0.00100000,-0.00100000,0,0.00515000,0.00010000,-0.00010000,0,20.08000000,0.30000000,-0.30000000,0,1.49000000,0.02000000,-0.02000000,0,0.73400000,0.00100000,-0.00100000,0,19.40000000,0.40000000,-0.40000000,0,0.42600000,0.00400000,-0.00400000,0,19.43900000,0.00500000,-0.00500000,0,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.101H/abstract target=ref>Han et al. 2023</a>
KMT-2021-BLG-1547L b,18h09m35.90s,272.399583,-29d05m02.18s,-29.083939,1.47000000,0.65000000,-0.77000000,0,467.20775829,206.58846455,-244.72787339,0,4.50000000,0.90000000,-1.30000000,0,0.72000000,0.32000000,-0.38000000,0,5070.00000000,980.00000000,-1500.00000000,0,,,,,2459407.27700000,0.00100000,-0.00100000,0,0.00516000,0.00008000,-0.00008000,0,20.90000000,0.29000000,-0.29000000,0,1.44000000,0.02000000,-0.02000000,0,1.36200000,0.00200000,-0.00200000,0,19.50000000,0.30000000,-0.30000000,0,0.43000000,0.00300000,-0.00300000,0,19.43900000,0.00500000,-0.00500000,0,,,,,0.63000000,0.04000000,-0.04000000,0,11.02000000,0.79000000,-0.79000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.101H/abstract target=ref>Han et al. 2023</a>
KMT-2021-BLG-1770L b,18h01m45.59s,270.439958,-27d25m07.21s,-27.418669,,,,,,,,,,,,,,,,,,,,,,,,,2459413.21500000,0.03300000,-0.03300000,0,0.25700000,0.01500000,-0.01500000,0,6.79000000,0.32000000,-0.32000000,0,7.03000000,0.34000000,-0.34000000,0,1.14030000,0.01810000,-0.01810000,0,1889.00000000,108.00000000,-108.00000000,0,0.86000000,0.02100000,-0.02100000,0,20.00500000,0.01800000,-0.01800000,0,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.190H/abstract target=ref>Han et al. 2023</a>
KMT-2021-BLG-1770L b,18h01m45.59s,270.439958,-27d25m07.21s,-27.418669,21.00000000,29.00000000,-12.00000000,0,6674.39654700,9217.02380300,-3813.94088400,0,0.90000000,0.13000000,-0.13000000,0,0.13000000,0.18000000,-0.07000000,0,6920.00000000,970.00000000,-1010.00000000,0,,,,,2459413.36600000,0.03500000,-0.03500000,0,0.22700000,0.01400000,-0.01400000,0,7.57000000,0.31000000,-0.31000000,0,6.12000000,0.28000000,-0.28000000,0,0.80700000,0.00450000,-0.00450000,0,1534.00000000,63.00000000,-63.00000000,0,0.89900000,0.02100000,-0.02100000,0,20.00500000,0.01800000,-0.01800000,0,,,,,0.15800000,0.01900000,-0.01900000,0,,,,,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.190H/abstract target=ref>Han et al. 2023</a>
OGLE-2019-BLG-1180L b,17h56m59.17s,269.246542,-27d58m31.6s,-27.975444,,,,,,,,,,,,,,,,,,,,,,,,,2458705.76930000,0.06200000,-0.06200000,0,-0.28680000,0.00260000,-0.00260000,0,27.79040000,0.18700000,-0.18700000,0,2.30000000,0.10000000,-0.10000000,0,1.87350000,0.00890000,-0.00890000,0,36.69300000,2.68400000,-2.68400000,0,-0.26980000,0.00560000,-0.00560000,0,19.98000000,0.01000000,-0.01000000,0,,,,,0.45800000,0.04400000,-0.04400000,0,6.01000000,0.58000000,-0.58000000,0,0,<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>
OGLE-2019-BLG-1180L b,17h56m59.17s,269.246542,-27d58m31.6s,-27.975444,,,,,,,,,,,,,,,,,,,,,,,,,2458705.75120000,0.06580000,-0.06580000,0,0.28630000,0.00300000,-0.00300000,0,27.77220000,0.19380000,-0.19380000,0,2.40000000,0.10000000,-0.10000000,0,1.87390000,0.01030000,-0.01030000,0,36.28200000,3.23100000,-3.23100000,0,0.27090000,0.00700000,-0.00700000,0,19.98000000,0.01000000,-0.01000000,0,,,,,0.45800000,0.04400000,-0.04400000,0,6.01000000,0.58000000,-0.58000000,0,0,<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>
OGLE-2019-BLG-1180L b,17h56m59.17s,269.246542,-27d58m31.6s,-27.975444,,,,,,,,,,,,,,,,,,,,,,,,,2458705.79450000,0.06590000,-0.06590000,0,-0.28620000,0.00320000,-0.00320000,0,27.82380000,0.20160000,-0.20160000,0,2.30000000,0.10000000,-0.10000000,0,1.87410000,0.01070000,-0.01070000,0,34.27300000,4.96600000,-4.96600000,0,-0.25670000,0.01310000,-0.01310000,0,19.98000000,0.01000000,-0.01000000,0,,,,,0.44300000,0.04200000,-0.04200000,0,5.86000000,0.55000000,-0.55000000,0,0,<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>
OGLE-2019-BLG-1180L b,17h56m59.17s,269.246542,-27d58m31.6s,-27.975444,,,,,,,,,,,,,,,,,,,,,,,,,2458705.74230000,0.06760000,-0.06760000,0,0.28770000,0.00320000,-0.00320000,0,27.84790000,0.22060000,-0.22060000,0,2.10000000,0.20000000,-0.20000000,0,1.86730000,0.01000000,-0.01000000,0,33.07900000,5.45600000,-5.45600000,0,0.26990000,0.02210000,-0.02210000,0,19.98000000,0.01000000,-0.01000000,0,,,,,0.44300000,0.04200000,-0.04200000,0,5.86000000,0.55000000,-0.55000000,0,0,<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>
OGLE-2019-BLG-1180L b,17h56m59.17s,269.246542,-27d58m31.6s,-27.975444,1.74700000,0.52700000,-0.50700000,0,555.24622703,167.49557049,-161.13900235,0,5.19000000,0.90000000,-1.23000000,0,0.54500000,0.27200000,-0.26000000,0,6070.00000000,870.00000000,-1320.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46000000,0.04000000,-0.04000000,0,6.01000000,0.58000000,-0.58000000,0,1,<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>
KMT-2018-BLG-0885L b,17h55m51.92s,268.966333,-28d30m48.10s,-28.513361,31.00000000,41.00000000,-20.00000000,0,9852.68061700,13030.96468700,-6356.56814000,0,2.64000000,0.41000000,-0.47000000,0,0.29000000,0.38000000,-0.18000000,0,6890.00000000,1060.00000000,-1240.00000000,0,,,,,2458239.32900000,0.01400000,-0.01400000,0,0.06700000,0.00500000,-0.00500000,0,11.72000000,0.75000000,-0.75000000,0,10.00000000,,,1,1.52800000,0.02700000,-0.02700000,0,1020.00000000,70.00000000,-70.00000000,0,1.54300000,0.01200000,-0.01200000,0,21.92500000,0.06900000,-0.06900000,0,,,,,0.05000000,,,-1,1.60000000,,,-1,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2018-BLG-0885L b,17h55m51.92s,268.966333,-28d30m48.10s,-28.513361,29.00000000,39.00000000,-19.00000000,0,9217.02380300,12395.30787300,-6038.73973300,0,1.07000000,0.17000000,-0.19000000,0,0.29000000,0.38000000,-0.18000000,0,6890.00000000,1060.00000000,-1240.00000000,0,,,,,2458239.33100000,0.01200000,-0.01200000,0,0.05800000,0.00400000,-0.00400000,0,12.14000000,0.72000000,-0.72000000,0,10.00000000,,,1,0.61800000,0.00700000,-0.00700000,0,960.00000000,60.00000000,-60.00000000,0,1.54900000,0.00600000,-0.00600000,0,21.92500000,0.06900000,-0.06900000,0,,,,,0.05000000,,,-1,1.60000000,,,-1,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2019-BLG-0297L b,18h00m15.19s,270.063292,-28d57m55.01s,-28.965281,,,,,,,,,,,,,0.21000000,0.09000000,-0.07000000,0,3090.00000000,760.00000000,-680.00000000,0,,,,,2458587.37000000,0.00600000,-0.00600000,0,0.00310000,0.00030000,-0.00030000,0,31.62000000,0.31000000,-0.31000000,0,1.19500000,0.02400000,-0.02400000,0,0.56300000,0.00200000,-0.00200000,0,810.00000000,20.00000000,-20.00000000,0,2.55300000,0.00500000,-0.00500000,0,20.37100000,0.00200000,-0.00200000,0,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2019-BLG-0297L b,18h00m15.19s,270.063292,-28d57m55.01s,-28.965281,,,,,,,,,,,,,0.21000000,0.09000000,-0.07000000,0,3090.00000000,760.00000000,-680.00000000,0,,,,,2458587.59300000,0.00600000,-0.00600000,0,0.00710000,0.00020000,-0.00020000,0,41.36000000,0.79000000,-0.79000000,0,0.83700000,0.02100000,-0.02100000,0,2.71800000,0.02100000,-0.02100000,0,1880.00000000,70.00000000,-70.00000000,0,2.60600000,0.00400000,-0.00400000,0,20.37100000,0.00200000,-0.00200000,0,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2019-BLG-0297L b,18h00m15.19s,270.063292,-28d57m55.01s,-28.965281,19.00000000,8.00000000,-7.00000000,0,6038.73973300,2542.62725600,-2224.79884900,0,0.96000000,0.24000000,-0.21000000,0,0.21000000,0.09000000,-0.07000000,0,3090.00000000,760.00000000,-680.00000000,0,,,,,2458587.41300000,0.00800000,-0.00800000,0,0.00420000,0.00030000,-0.00030000,0,35.33000000,0.77000000,-0.77000000,0,1.04600000,0.02900000,-0.02900000,0,0.52800000,0.00400000,-0.00400000,0,860.00000000,30.00000000,-30.00000000,0,2.56800000,0.00500000,-0.00500000,0,20.37100000,0.00200000,-0.00200000,0,,,,,0.60000000,0.04000000,-0.04000000,0,6.93000000,0.51000000,-0.51000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2019-BLG-0335L b,17h31m21.63s,262.840125,-29d35m26.48s,-29.590689,21.00000000,23.00000000,-13.00000000,0,6674.39654700,7310.05336100,-4131.76929100,0,1.64000000,0.21000000,-0.26000000,0,0.32000000,0.35000000,-0.19000000,0,7710.00000000,990.00000000,-1220.00000000,0,,,,,2458589.77200000,0.34600000,-0.34600000,0,0.08700000,0.00400000,-0.00400000,0,109.22000000,3.48000000,-3.48000000,0,0.57000000,0.15000000,-0.15000000,0,0.85600000,0.00600000,-0.00600000,0,640.00000000,40.00000000,-40.00000000,0,3.48600000,0.00800000,-0.00800000,0,24.05100000,0.02800000,-0.02800000,0,,,,,0.19000000,0.07000000,-0.07000000,0,2.87000000,1.16000000,-1.16000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
KMT-2021-BLG-1150L b,17h55m09.63s,268.790125,-31d18m47.99s,-31.313331,0.88000000,0.38000000,-0.36000000,0,279.68899816,120.77479466,-114.41822652,0,4.50000000,1.60000000,-1.40000000,0,0.73000000,0.32000000,-0.30000000,0,3800.00000000,1300.00000000,-1200.00000000,0,,,,,2459387.07700000,0.05500000,-0.05500000,0,0.50200000,0.01000000,-0.01000000,0,41.55000000,0.58000000,-0.58000000,0,0.95600000,0.01500000,-0.01500000,0,1.29700000,0.00500000,-0.00500000,0,11.00000000,0.50000000,-0.50000000,0,4.70300000,0.00300000,-0.00300000,0,19.61900000,0.00800000,-0.00800000,0,,,,,1.03000000,0.14000000,-0.14000000,0,8.59000000,1.20000000,-1.20000000,0,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..36H/abstract target=ref>Han et al. 2023</a>
KMT-2021-BLG-1150L b,17h55m09.63s,268.790125,-31d18m47.99s,-31.313331,0.88000000,0.38000000,-0.36000000,0,279.68899816,120.77479466,-114.41822652,0,4.50000000,1.60000000,-1.40000000,0,0.73000000,0.32000000,-0.30000000,0,3800.00000000,1300.00000000,-1200.00000000,0,,,,,2459387.08600000,0.05500000,-0.05500000,0,0.46400000,0.01000000,-0.01000000,0,43.75000000,0.65000000,-0.65000000,0,0.89900000,0.01600000,-0.01600000,0,1.24200000,0.00700000,-0.00700000,0,11.50000000,0.50000000,-0.50000000,0,4.70300000,0.00300000,-0.00300000,0,19.61900000,0.00800000,-0.00800000,0,,,,,1.03000000,0.14000000,-0.14000000,0,8.59000000,1.20000000,-1.20000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..36H/abstract target=ref>Han et al. 2023</a>
OGLE-2017-BLG-0640L b,17h49m51.63s,267.465125,-29d27m41.40s,-29.461500,1.62000000,1.64000000,-0.94000000,0,514.88201934,521.23858748,-298.75870258,0,1.14000000,0.38000000,-0.38000000,0,0.32000000,0.32000000,-0.18000000,0,6630.00000000,1090.00000000,-1450.00000000,0,,,,,2457887.91700000,0.03000000,-0.03000000,0,0.65100000,0.02800000,-0.02800000,0,14.47000000,0.40000000,-0.40000000,0,20.00000000,16.00000000,-13.00000000,0,0.61000000,0.00800000,-0.00800000,0,48.70000000,2.70000000,-2.70000000,0,4.13300000,0.00900000,-0.00900000,0,18.92000000,0.08000000,-0.08000000,0,,,,,,,,,,,,,1,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,,,,,,,,,,,,,,,,,,,,,,,,,2457949.96100000,0.01800000,-0.01800000,0,0.39700000,0.02000000,-0.02000000,0,13.38000000,0.42000000,-0.42000000,0,27.00000000,25.00000000,-18.00000000,0,0.63000000,0.01300000,-0.01300000,0,83.50000000,12.80000000,-12.80000000,0,4.75600000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1237L b,18h06m35.99s,271.649958,-28d19m43.79s,-28.328831,3.80000000,2.49000000,-1.99000000,0,1207.74794660,791.39273343,-632.47852993,0,2.53000000,0.50000000,-0.64000000,0,0.46000000,0.30000000,-0.24000000,0,6030.00000000,940.00000000,-1530.00000000,0,,,,,2457935.88800000,0.00400000,-0.00400000,0,0.01766000,0.00075000,-0.00108000,0,27.94000000,1.74000000,-1.13000000,0,0.76600000,0.03500000,-0.04700000,0,1.04100000,0.00100000,-0.00100000,0,79.30000000,35.00000000,-46.00000000,0,4.07500000,0.00500000,-0.00500000,0,21.80000000,0.06000000,-0.06000000,0,,,,,,,,,,,,,1,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,5.67000000,2.05000000,-2.05000000,0,1802.08706769,651.54823435,-651.54823435,0,1.21000000,0.36000000,-0.36000000,0,0.65000000,0.24000000,-0.24000000,0,7690.00000000,890.00000000,-890.00000000,0,,,,,2457949.96300000,0.01800000,-0.01800000,0,-0.39600000,0.02100000,-0.02100000,0,13.38000000,0.42000000,-0.42000000,0,33.00000000,27.00000000,-21.00000000,0,0.63100000,0.01400000,-0.01400000,0,82.90000000,13.00000000,-13.00000000,0,-4.75500000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,,,,,,,,,,,,,,,,,,,,,,,,,2457949.95000000,0.01700000,-0.01700000,0,-0.39200000,0.02000000,-0.02000000,0,13.44000000,0.42000000,-0.42000000,0,35.00000000,28.00000000,-22.00000000,0,1.08900000,0.03800000,-0.03800000,0,90.80000000,15.80000000,-15.80000000,0,-4.75400000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,6.23000000,2.21000000,-2.21000000,0,1980.07097561,702.40077947,-702.40077947,0,2.14000000,0.63000000,-0.63000000,0,0.65000000,0.23000000,-0.23000000,0,7650.00000000,900.00000000,-900.00000000,0,,,,,2457949.95100000,0.01700000,-0.01700000,0,-0.39000000,0.02000000,-0.02000000,0,13.48000000,0.42000000,-0.42000000,0,38.00000000,32.00000000,-24.00000000,0,1.08900000,0.03900000,-0.03900000,0,91.20000000,16.00000000,-16.00000000,0,-4.75200000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,,,,,,,,,,,,,,,,,,,,,,,,,2457949.94900000,0.01700000,-0.01700000,0,0.39200000,0.02000000,-0.02000000,0,13.44000000,0.42000000,-0.42000000,0,34.00000000,29.00000000,-21.00000000,0,1.08900000,0.03900000,-0.03900000,0,90.80000000,16.00000000,-16.00000000,0,4.75400000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,,,,,,,,,,,,,,,,,,,,,,,,,2457949.96200000,0.01800000,-0.01800000,0,-0.39700000,0.02000000,-0.02000000,0,13.37000000,0.41000000,-0.41000000,0,29.00000000,26.00000000,-18.00000000,0,0.63000000,0.01300000,-0.01300000,0,82.90000000,12.70000000,-12.70000000,0,-4.75600000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,5.30000000,1.96000000,-1.96000000,0,1684.49055710,622.94367772,-622.94367772,0,1.14000000,0.36000000,-0.36000000,0,0.60000000,0.22000000,-0.22000000,0,7740.00000000,820.00000000,-820.00000000,0,,,,,2457949.96200000,0.01700000,-0.01700000,0,0.39500000,0.02000000,-0.02000000,0,13.41000000,0.42000000,-0.42000000,0,30.00000000,27.00000000,-19.00000000,0,0.63000000,0.01300000,-0.01300000,0,83.60000000,13.40000000,-13.40000000,0,4.75500000,0.01400000,-0.01400000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,5.90000000,2.20000000,-2.20000000,0,1875.18760130,699.22249540,-699.22249540,0,2.09000000,0.63000000,-0.63000000,0,0.63000000,0.23000000,-0.23000000,0,7690.00000000,900.00000000,-900.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,5.75000000,2.10000000,-2.10000000,0,1827.51334025,667.43965470,-667.43965470,0,2.02000000,0.63000000,-0.63000000,0,0.60000000,0.22000000,-0.22000000,0,7720.00000000,820.00000000,-820.00000000,0,,,,,2457949.95100000,0.01700000,-0.01700000,0,0.39000000,0.01900000,-0.01900000,0,13.50000000,0.42000000,-0.42000000,0,38.00000000,33.00000000,-24.00000000,0,1.08900000,0.04000000,-0.04000000,0,91.10000000,16.30000000,-16.30000000,0,4.75300000,0.01300000,-0.01300000,0,19.40000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
